Date,Time,Location,Operator,Flight,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
03/17/1996,12:37,"Key West, Florida",Key West Sea Plane Service - Air Taxi,,,Cessna U206G,N9983Z,U20606794,50.0,50,0.0,"The pilot's improper decision to continue the flight rather than making an immediate water landing due to the low altitude of the airplane and obstructions ahead, which led to his intentional maneuver to avoid the obstructions and subsequent inadvertent stall and loss of control.",24.5625566,-81.7724368
10/26/1996,20:45,"Khanty, Russia",Tyumen Aviatrans,,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,340.0,50,0.0,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames.",61.8793428,68.6418156
01/31/1997,,"Yola, Nigeria",Skypower Express Airways,,Jos - Yola,Embraer 110P1A Bandeirante,5N-AXS,110458,160.0,50,0.0,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway.,9.2089255,12.4802485
02/19/1997,03:06,"Guatemala City, Guatemala",Transpolar,,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,YV-160CP,211,50.0,50,0.0,Flew into a mountain while on approach.,14.6424667,-90.5131361
08/14/1997,16:35,"Tindal, NT, Australia",Air taxi,,Sightseeing,Cessna 210,VH-PJQ,21062072,50.0,50,0.0,While flying at a low altitude the aircraft experienced engine trouble and crashed into trees. The engine failed due to fuel exhaustion. The pilot did not take advantage of suitable areas available for a forced landing. The aircraft stalled at a height from which recovery was not considered possible.,-14.4986496,132.3969334
10/10/1997,,"Taipei, Taiwan",Military - Republiof China Air Force,,,Lockheed C-130H Hercules,1310,5067,50.0,50,0.0,Crashed in poor weather.,25.0375198,121.5636796
12/20/1997,,"Tanagra, Greece",Military - Greek Air Force,,Search mission,Lockheed C-130H Hercules,750,4729,50.0,50,0.0,Crashed in the Pastra mountains while searching for the wreckage of an Aerosweet Yak-42 that was missing.,38.3279631,23.536722
05/25/1998,00:32,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,,"Charlotte, NC - Monroe, NC",Bell 206L-3,N96CW,,50.0,50,0.0,The helicopter's skids contacted a high-tension statiground wire about 150 feet above the ground. The pilot's failure to maintain altitude while operating in adverse weather. A contributing factor was the incoming fog and high tension statiwire.,35.0768141,-80.6692352
08/04/1998,17:58,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,709,Prince Rupert - Kincolith,de Havilland Dash-2 Beaver,C-FOCJ,39,50.0,50,0.0,"The pilot made three low passes over the water in an attempt to land at Kincolith. On the fourth approach, the aircraft touched down, apparently in a controlled manner, and skipped on the water surface. The floats then dug into the water followed by the right wing, which was severed from the fuselage on water impact. The aircraft quickly overturned and came to rest inverted with only the bottom of the floats visible. All five occupants drowned. On touchdown, the floats struck the water and caused a flying attitude that the pilot could not control before the right wing dug in and the aircraft overturned. Contributing to the accident were conflicting wind and water conditions at the time of the occurrence.",54.9944853,-129.9558154
08/19/1998,16:40,"Foveaux Strait, New Zealand",Vincent Aviation,,Stewart Island - Invercargill,Cessna 402C,ZK-VAC,402C0512,100.0,50,0.0,"While en route, the aircraft experienced double engine failure. The plane ditched into Foveaux Strait. Five passengers were rescued, but four passengers and the pilot did not have lifejackets and did not survive. The double engine failure was possibly related to fuel management.",-46.718222499999996,168.3598770926128
09/09/1998,10:45,"Port Alsworth, Alaska",Rusts Flying Service Inc.,,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,N1433Z,595,50.0,50,0.0,"The plane crashed while attempting to cross a mountain pass, following two other company airplanes in conditions described as five to seven miles visibility, 700 feet ceilings, clouds hanging on the mountainsides, and misty rain. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall. Unfamiliarity with the geographiarea, the low clouds, his becoming disoriented, and the blind canyon into which he flew. The audible stall warning circuit breaker was found in the pulled (disabled) position.",60.2036369,-154.3171268
09/10/1998,,"Islamabad, Pakistan",Military - Pakistan Air Force,,,Lockheed C-130B Hercules,24143,3781,50.0,50,0.0,The aircraft was returning to a ramp with it's brakes on fire when it struck another aircraft and caught fire.,33.6938118,73.0651511
12/22/1998,00:15,"Medellín, Colombia",SELVA,,Bogotá - Medellín,Antonov 32B,HK-3930X,3309,50.0,50,0.0,The cargo plane crashed in fog and poor visibility while attempting to land.,6.2443382,-75.573553
04/07/1999,11:30,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,,Training,Learjet 24D,PT-LEM,24-270,50.0,50,0.0,The pilot-in-command lost control during touch-and-go landing and crashed.,-21.1776315,-47.8100983
07/04/1999,12:05,"Villavicencio, Colombia",LANC Colombia,,Villavicencio - Mitu,Douglas DC-6A,HK-1776,45499/1011,180.0,50,0.0,The aircraft developed engine trouble shortly after taking off and returned to the airport. The plane made a steep descent and struck an embankment of the Guatiquia River.,4.1315113,-73.6206667
07/07/1999,19:51,"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,8533,Kathmandu - New Delhi,Boeing 727-243F,VT-LCI,22168/1770,50.0,50,0.0,"The cargo plane crashed into the Champadevi mountains at an altitude of 7,500 ft. The plane was flying too low.  Failure to the adhere to Standard Instrument Departure Procedure by the crew and failure of the controllers to warn the flight.",27.7019771,85.3510111
09/17/1999,,"Mt. Hidalgo, Mexico",Military - Mexican Air Force,,Test flight,Lockheed C-130A Hercules,3610,3217,50.0,50,0.0,The plane crashed just after maintenance personell replaced parts and were testing the plane.,24.2480354,-99.4382079
12/05/1999,05:12,"Moscow, Russia",Tashkent Aircraft Production Corporation,,"Moscow, Russia - Tashkent, Uzbekistan",Ilyushin 114T,UK-91004,1083800305,70.0,50,0.0,"The cargo plane was taxiing for takeoff when a gust of wind caused the rudder to become fully defected to the left. The captain continued the takeoff despite suggestions from the crew to return to the gate. Shortly after lifting off the runway the plane yawed to the left and collided with the airport perimeter wall, bursting into flames.",55.7504461,37.6174943
01/15/2000,13:10,"San Jose, Costa Rica",TACA,,San Jose - Tortuguero,Let 410UVP-E,YS-09-C,861620,200.0,50,0.0,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off with out clearance.,9.9325427,-84.0795782
06/14/2000,09:50,"Liverpool, England",ANT Air Taxi,-,Ronaldsway - Liverpool,Piper PA-31-350 Navajo,G-BMBC,31-7652172,50.0,50,0.0,"Engaged in an air ambulance operation, the plane crashed into the sea, in the estuary of the River Mersey, 0.8  nm from Liverpool Airport while on approach to land.  The pilot lost control of the aircraft at a late stage of the approach due either to disorientation, distraction, incapacitation, or a combination of these conditions.",53.4071991,-2.99168
09/18/2000,15:10,"Nuiqsut, Alaska",Cape Smythe Air Service,181,Deadhorse - Nuiqsut,Piper PA-31-350 Navajo,N220CS,8275013,100.0,50,0.0,"The belly cargo pod  lightly scraped the runway for about 40 feet, but the airplane transitioned to a climb. As the airplane began climbing away from the runway, the landing gear was observed to extend. The airplane climbed to about 100 to 150 feet above the ground, and then began a descending left turn. The airplane collided with the ground on a 095 degree heading. The wreckage path extended for about 300 feet, during which the landing gear, left wing, and the left engine separated from the airplane. A postcrash fire destroyed the fuselage, right wing, and the right engine. The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush. Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist.",70.2168364,-151.0029678
05/17/2001,12:21,"Mendoza, Argentina",Fuerza Aérea Argentina,,Mendoza - Parana,Fokker F-27 Friendship 400M,TC-76,10412,50.0,50,0.0,Shortly after taking off the plane veered to the right and crashed into a field. Engine failure.,-34.787093049999996,-68.43818677312292
01/01/2002,18:02,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,-,,Piper PA-31-250,N3525Y,31-7952127,50.0,50,0.0,"The pilot declared an emergency and ditched into AtlantiOcean, 300 yards off Dania Beach in 15 feet of water. The pilot's inadequate planning for a Title 14 CFR Part 135 on-demand air taxi flight, and his failure to refuel the airplane, which resulted in fuel exhaustion while en route over the AtlantiOcean, a power off glide, and ditching in the ocean.",26.0112014,-80.1494901
01/04/2002,12:07,"Birmingham, England",Agco Corp,,"Birmingham, England - Bangor, MA",Canadair CL-604,N90AG,5414,50.0,50,0.0,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors.",52.4796992,-1.9026911
01/15/2002,08:45,"Chilpancingo, Mexico",Procuraduría General de la República,,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,XC-FIT,752,170.0,50,0.0,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate.",17.5542149,-99.5048416
06/04/2002,,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,,,Embraer 721C Sertanejo,PT-EPH,,50.0,50,0.0,"The plane tookoff and encountered heavy clouds all along the route.  Wreckage was found 42 miles from Oiapoque, in an Amazon forest. Poor weather conditions.",3.8432128,-51.8350798
07/05/2003,11:30,"Macaé, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,,,Sikorsky  S 76 A,PT-YVM,,50.0,50,0.0,"The helicopter  was landing on the helideck of the ship Toisa Mariner, when the tail rotor collided with the flagpole on the ship. The pilot lost the control and the helicopter crashed into the  sea.",-22.28283055,-41.96490906592897
10/26/2003,04:31,"Buenos Aires, Argentina",CATA Linea Aerea,760,,Fairchild Hiller FH-227B,LV-MGV,567,50.0,50,0.0,Three minutes after taking off from Buenos Aires Airport the crew reported a technical problem and asked to turn around. They were cleared to land on Runway 17 but crashed 30 km southwest of Buenos Aires.,-34.6075682,-58.4370894
03/16/2004,04:01,"Tonopah, Nevada",Military - United States Air Force,,,Beechcraft 1900C,N27RA,UB-37,50.0,50,0.0,While on approach and during a turn the pilot suffered a sudden cardiadeath. Half way through the turn the airplane began a gradual descent until it impacted the ground. The airplane broke up and burst into flames. The pilot willfully deceived flight medical examiners and suppressed medical information and ingested inappropriate medications for a deteriorating and dangerous health condition.,38.0681008,-117.230949
10/24/2004,00:30,"San Diego, California",Med Flight Air Ambulance - Private,,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,50.0,50,0.0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air trafficontroller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air trafficontroller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.",32.7174202,-117.1627728
03/24/2006,11:00,"Cuenca, Ecuador",ATESA,,Cuenca - Macas,Cessna 208B Grand Caravan,HC-BXD,208B-0591,140.0,50,0.0,The plane lost altitude shortly after taking off and crashed into a building.,-2.8974072,-79.0041726
06/11/2006,18:30,"Abéché, Chad",Military - Chadian Air Force,,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,5141,70.0,50,0.0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived.",13.8280295,20.8283652
07/02/2006,11:00,"Hamburg, Germany",Himmelsschreiber,,Sightseeing,de Havilland DHC-2 Beaver,D-FVIP,1512,60.0,50,10.0,The single-engine sightseeing seaplane came down in a rail yard and burst into flames. The pilot tried to make an emergency landing after the engine failed. A passenger and the pilot survived with serious burns.,53.550341,10.000654
06/28/2007,13:40,"M'Banza Congo, Angola",TAAG Angola Airlines,,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,23220/1084,780.0,50,0.0,"The aircraft blew two tires on landing, causing one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.",-6.2678204,14.2417957
07/24/2007,14:05,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,50.0,50,0.0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",55.5897222,-130.7458333
12/09/2007,17:00,"Kiev, Ukraine",Fun Air,,HradeKrálové - Kiev,Beechcraft King Air C90B,D-IBDH,LJ-1307,50.0,50,0.0,"The chartered twin engine plane crashed in an open field and slid into a vacant shed, short of the runway, in dense fog. All three passengers and crew of 2 were killed. All 5 were Czech nationals.",50.4500336,30.5241361
08/03/2008,07:00,"North Vancouver Island, British Colombia, Canada",PacifiCoast Airlines,,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,C-GPCD,B-76,70.0,50,0.0,The plane crashed in a remote mountanous region of Vancouver Island while en route on a short 30 minute flight.,49.1938165,-123.175043
02/20/2009,04:10,"Luxor, Egypt",Aerolift,,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine",Antonov 12V,S9-SVN,6344310,50.0,50,0.0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire.",25.695292799999997,32.68763493768114
12/14/1920,,"Cricklewood, England",Handley Page Transport,,,Handley Page HP-16,G-EAMA,HP-25,80.0,40,0.0,Crashed into a tree on take off in fog.,51.5566986,-0.2157507
10/02/1922,,"Venice, Italy",,,,de Havilland DH-9,G-EAYT,,40.0,40,0.0,,45.4371908,12.3345898
04/25/1925,,"Alicante, Spain",Grands Express Aeriens,,,Breguet 14,,,40.0,40,0.0,,38.3436365,-0.4881708
06/25/1925,,"Landrécies, France",KLM Royal Dutch Airlines,,,Fokker (KLM)  F.III,H-NABM,KLM-2,40.0,40,0.0,Crashed in poor weather.,50.1250142,3.6913023
07/24/1926,,"Juist, Germany",Deutsche Lufthansa,,,Junkers F-13,D-272,660,40.0,40,0.0,Weather related.,53.6784483,6.9956079
08/18/1926,,"Hurst, Kent, England",Air Union,,,Bleriot 155,F-AIEB,2,40.0,40,0.0,Crashed in adverse weather conditions.  Engine failure.,51.17143145,0.3806227081599244
10/08/1926,,"Bueren, Germany",Deutsche Lufthansa,,,Fokker FG III,D-468,1554,40.0,40,0.0,Weather related.,51.5525333,8.5591919
10/30/1927,,"New Brunswick, New Jersey",Colonial Air Transport,,,Fairchild FC-2,,,40.0,40,0.0,Went into a tailspin and crashed into a corn field,40.4862174,-74.4518173
12/31/1927,,France,Latecoere Airlines,,,Latécoère 23,,,40.0,40,0.0,,46.603354,1.8883335
07/13/1928,,"Purley, England",Imperial Airways,,Testing,Vickers 74 Vulcan,G-EBLB,9,40.0,40,0.0,Crashed to the ground shortly after taking off killing two men and two women.,51.3388112,-0.1158589
12/23/1928,,"Chattanooga, Tennessee",Interstate Airlines,,,Fairchild FC-2,,,40.0,40,0.0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.,35.0457219,-85.3094883
05/22/1929,,Algiers,Aeropostale,,,Cams 53,F-AISX,,50.0,40,0.0,,36.7753606,3.0601882
08/11/1929,,"Clovis, New Mexico",Middle States Airlines,,,Lockheed Vega,NC870E,,40.0,40,0.0,,34.405472,-103.2050709
08/24/1929,,"Elm, Germany",Deutsche Lufthansa,,,Fokker FG II,D-757,1571,50.0,40,0.0,Weather related.,52.1615728,10.894836437577046
11/04/1929,07:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,,Mexico City - Juarez,Lockheed Vega 5,NC46M,97,40.0,40,0.0,The mail plane crashed in dense fog.,20.40446215,-97.28924571585102
04/18/1930,c:17:00,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,,634,40.0,40,0.0,Crashed into power lines 150 feet above the ground in fog.,40.7215682,-74.047455
12/09/1930,,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,,,60.0,40,0.0,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.,31.2312707,121.4700152
06/13/1931,,"Saarbrucken, Germany",Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,40.0,40,0.0,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure.",49.234362,6.996379
09/16/1931,04:00,"Oakland, California",PacifiAir Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,,40.0,40,0.0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.,37.8044557,-122.271356
12/31/1931,,"Springfield, Ohio",American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,,50.0,40,0.0,"Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.",39.9234046,-83.810138
04/29/1933,,"Traunstein, Germany",Eurasia,,,Junkers W-34,D-4,2737,40.0,40,0.0,Crashed on a test flight before delivery to Eurasia in China.,47.8701474,12.6423403
11/09/1933,22:35,"Portland, Oregon",United Air Lines,,"Seattle, WA - Dallas, TX",Boeing 247,NC13345,,90.0,40,,Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.,45.5202471,-122.674194
12/14/1933,,"Eshowe, South Africa",Union Airways,,,Junkers W-34,ZS-AEB,2735,60.0,40,0.0,,-28.889191,31.4704425
03/06/1934,,"Petersburg, Illinois",American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,40.0,40,0.0,Crashed into a snow drift due to icing in a blizzard.,40.0117151,-89.8481652
12/10/1934,07:30,"Palma Soriano, Cuba",Cubana de Aviacion,,Santiago - Havana,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,80.0,40,0.0,Crashed into a mountain while en route.,20.2126686,-75.9973941
10/30/1935,19:40,"Cheyenne, Wyoming",United Air Lines,,Test flight,Boeing B-247-D,NC13323,1704,40.0,40,0.0,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.,41.139981,-104.820246
11/17/1936,,"Nurnberg, Germany",Deutsche Lufthansa,,,Junkers JU-52/3m,D-ASUI,5498,160.0,40,0.0,Pilot error.,49.453872,11.077298
03/12/1937,,"Bathurst, Gambia",Deutsche Lufthansa,,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,40.0,40,0.0,The German mail plane crashed into a swamp.,13.45535,-16.575646
05/20/1937,,"Stuttgart, Germany",Deutsche Lufthansa,,,Heinkel He-70,D-UXUV,916,40.0,40,0.0,Crashed on takeoff.,48.7784485,9.1800132
08/10/1937,04:40,"Daytona Beach, Florida",Eastern Air Lines,7,Chicago - Daytona,Douglas DC-2,NC-13739,1289,90.0,40,0.0,The plane struck a power pole while taking off from Daytona and crashed to the ground 600 feet from the first point of impact. The absence of reasonable notice to those operating and navigating the aircraft that an object had been erected which constituted a hazard to the aircraft taking off.,29.2108147,-81.0228331
07/27/1938,,"Kisumu, Kenya",Imperial Airways,,Kisumu - Alexandria,Armstrong-Withworth Atlanta,G-ABTG,AW-785,40.0,40,0.0,Flew into a hillside soon after takeoff from Kisumu. The ship was named 'Amalthea.',-0.1029109,34.7541761
11/27/1938,,"Bagdad, Iraq",Imperial Airways,,,Short Empire Flying Boat,G-AETW,,60.0,40,0.0,The flying boat crashed on Lake Ramadi.,33.3061701,44.3872213
12/09/1938,,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,40.0,40,0.0,Struck a dyke near Schiphol Airport and caught fire while taking off.,52.3730796,4.8924534
01/13/1939,21:15,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Lockheed 14-H Super Electra,NC17389,1408,40.0,40,0.0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire.",46.4085273,-105.840981
01/18/1939,,"Katherine, Australia",Guinea Airways,,Katherine - Adelaide,Lockheed 14 Electra,VH-ABI,,40.0,40,0.0,Crashed into the Katherine River during a storm.,-14.4646157,132.2635993
08/13/1942,,"Algiers, Algeria",Air France,,,Liore et Olivier H-246 Air Boat,F-AREJ,403,,40,0.0,Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land.,36.7753606,3.0601882
01/14/1945,,China,China National Aviation Corporation,,,Douglas C-47,70,,60.0,40,0.0,The cargo plane struck a mountain.,35.000074,104.999927
08/03/1945,10:11,"Fort de France, Martinique",Pan American World Airways,216,Port of Spain - Fort de France,Sikorsky S-43 (flying boat),NC15066,4306,140.0,40,0.0,The aircraft crashed while landing at Fort de France. The plane sank and 4 passengers drowned. The attempt by the pilot to land the aircraft in conditions of water surface not suitable for landing of a flying boat.,14.6027962,-61.0676724
04/05/1946,11:15,"Rabat, Malta",Military - Royal British Navy,,,Vickers Wellington bomber,HE-274,,40.0,40,160.0,"The Wellington was engaged in exercises with a Spitfire fighter. The fighter was using the Wellington as a dummy target and the Wellington was to take evasive action. When the bomber was between 4,000 and 5,000 feet altitude, it turned to port and started diving at 20 degrees. It kept on loosing altitude till it crashed into houses in the center of Rabat. No distress signal was transmitted to either the fighter pilot or ground control.  The probable cause of the accident was leakage of hydraulifluid which somehow heated and released fumes in the cockpit rendering the crew unconcious.",36.0428907,14.2398479
08/09/1946,,"Lakehurst, New Jersey",AtlantiCentral Airlines,,AtlantiCity - Newark,Lockheed 18-56 Lodestar,,,60.0,40,0.0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.,40.014561,-74.3112574
09/07/1946,,"Nome, Alaska",Mt. McKinley Airfreight,,,Douglas C-47A,,,40.0,40,0.0,The cargo plane went off course and struck a fog covered mountain as it circled to land.,64.5011111,-165.4063889
01/25/1947,,Hong Kong,Philippine Air Lines,,,Douglas C-47A,PI-C12,13508,40.0,40,0.0,The cargo plane struck Mt. Parker on approach.,22.350627,114.1849161
05/11/1947,09:39,"Delaware Bay, New Jersey",Trans Continental and Western Air,,Training,Lockheed L-049 Constellation,NC86508,2029,40.0,40,0.0,"Went into a turn and lost control, spiraled into the ground. Loss of control of the aircraft for reasons undetermined.",39.247595399999994,-75.30105997051399
05/25/1948,,"Albacete, Spain",Alpha Airways,,,Handley Page Halifax C-8,G-AKBA,1303,40.0,40,10.0,Crashed on takeoff.,38.9950921,-1.8559154
08/01/1948,,"Karachi, Pakistan",Onzeair,,,Avro 691 Lancastrian,AP-ACM,,40.0,40,0.0,"Cargo flight. An error in judgement on the part of the pilot in allowing the aircraft to stall while coming in to land. The contributory causes were probably overload, badly loaded with CofG too far aft, movement of load due to it not being secured.",24.8546842,67.0207055
10/09/1949,,"Cheyenne, Wyoming",Slick Airways,11/ago,Las Vegas - Denver,Curtiss C-46E-1-CS,N59485,2939,40.0,40,0.0,"Diverted to Cheyenne, while on approach, the aircraft crashed 2.5 miles short of the runway after encountering severe turbulence and icing. Loss of control of the aircraft during an instrument approach to Cheyenne, under conditions of heavy icing and severe turbulence.",41.139981,-104.820246
03/10/1950,,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,,Hue - Tourane,Bristol 170 Freighter 21,F-BECR,12782,40.0,40,0.0,Cargo plane.,10.7763897,106.7011391
10/13/1950,,"Casablanca, Morocco",Air Atlas,,Casablanca -  Algiers,Douglas DC-3,F-BAXM,20245,70.0,40,0.0,,33.5945144,-7.6200284
04/10/1952,,"Agartala, India",Kalinga Airlines,,,Douglas C-47A,VT-DFN,13628,40.0,40,0.0,The cargo plane crashed while en route after losing an engine and attempting an emergency landing.,23.8312377,91.2823821
01/05/1954,,"Lapseki, Turkey",Devlet Hava Yollari,,Bandirma - Canakkale,Douglas DC-3,TC-BAG,19616,100.0,40,0.0,Flew into a mountain.,40.3443674,26.6845975
04/04/1954,,"Hanoi, Vietnam",Autrex,,,Douglas C-54A,F-BFGQ,10341,40.0,40,0.0,The cargo plane crashed into the Red River while on approach.,21.031373,105.8394722
06/08/1954,,"Tourane, Vietnam",Soc. de Tr. Aériens d'Extrême Orient,,,Douglas C-47-DL,F-BCCL,4464,40.0,40,0.0,,16.068,108.212
12/12/1954,,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,,,Douglas C-47A,OK-WDK,12549,40.0,40,0.0,,48.1516988,17.1093063
01/17/1956,00:52,"Oreway, Canada",Quebecair,,Knob Lake - Oreway,Douglas DC-3,CF-GVZ,15552/26997,180.0,40,0.0,Loss of the No. 2 engine necessitated a forced crash landing near a railway station.  Failure to maintain height at night due to the loss of the starboard engine in icing conditions.  The aircraft was also overloaded.,52.5684809,-65.8779818
11/21/1957,11:33,"Christchurch, New Zealand",Straits Air Freight Express,,Paraparaumu - Timaru,Bristol 170 Freighter 31,ZK-AYH,12828,40.0,40,0.0,The cargo plane lost a wing in flight and crashed into farmlands. In-flight structural fatigue failure of the starboard front lower spar boom.,-43.530955,172.6364343
12/23/1957,,"Stansted, England",Scottish Airlines,,Malta - London,Avro 685 York C-1,G-AMUN,,40.0,40,0.0,The cargo plane crash landed short of the runway on the third landing attempt. The accident was due to an error on the part of the captain in that while making an attempt to land he continued the approach below the critical height without sufficient visual reference to the ground.,51.899121699999995,0.2005425184762777
03/22/1958,02:05,"Grants, New Mexico",Private,,,Lockheed 18 Lodestar,N300E,2312,40.0,40,0.0,"The aircraft went down 35 miles SW of Grants, New Mexico. Fog, snow and thunderstorms were reported in the area. Film director, producer Mike Todd, 49, husband of Elizabeth Taylor, killed.  Elizabeth Taylor, who had planned to go on the trip with her husband, remained at home, ill with bronchitis. The plane was named 'The Lucky Liz.'",35.14726,-107.851446
05/25/1958,,"Gurgaon, India",Dan-Air Services,,,Avro 685 York C-1,G-AMUV,,50.0,40,0.0,A fire in fligth caused by a failure of the No. 1 engine. During the ensuing forced landing on rough terrain the aircraft broke up and was consumed by fire.,28.4646148,77.0299194
05/31/1958,,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,,,Curtiss C-46D,PP-BTB,33304,40.0,40,0.0,The cargo plane crashed.,-22.9110137,-43.2093727
